Doctor_ID,Doctor_Name,Hospital,Region
DR-399582,Charles Middleton,Norman-Sandoval,us-west
DR-671288,Blake Murillo,Davidson Ltd,us-west
DR-390291,Carla Gomez,"Jefferson, Rose and Chung",us-west
DR-504306,Lori Lopez,"Porter, Forbes and Smith",us-central
DR-380129,William Carlson,Gonzalez-Garcia,us-west
DR-436885,Michael Richard,"Yoder, Henderson and Henderson",us-west
DR-338683,Spencer Villanueva,"Lawson, Hernandez and Carter",us-central
DR-148869,Brittany Logan,Hancock-Jensen,us-west
DR-519690,Kathleen Thomas,Parks-Clark,us-west
DR-902968,Michelle Curtis,Hall-Williams,us-west
DR-508843,Rebecca Williams,Curry LLC,us-central
DR-118445,Danny Robles,Garcia Group,us-central
DR-983668,Debra Gardner,"Glenn, Graham and Jenkins",us-central
DR-939442,Barbara Kennedy,Ortiz-Potter,us-central
DR-285769,Robert Burns,Williams-Hill,us-west
DR-935229,Dennis Castro Jr.,Bush and Sons,us-west
DR-210747,Robert Mitchell,"Anderson, Martin and Navarro",us-west
DR-474854,Paul Hardy,Hahn-Gross,us-central
DR-323139,Tonya Bird,"Herrera, Leonard and Steele",us-central
DR-732234,Alvin Smith,"Cruz, Davis and Barry",us-west
DR-404238,Natasha Gill,"Glenn, Sutton and Olsen",us-west
DR-974512,Chelsea Lynch,"Cook, Lee and Miller",us-west
DR-848815,Robert Manning,Stewart-Morris,us-west
DR-450583,John Price,Smith Inc,us-west
DR-614221,James Cunningham,"Hernandez, Barron and Gonzalez",us-west
DR-978169,James Ortiz,Herring-Harper,us-west
DR-559248,Joanna Miller,Smith-Reynolds,us-west
DR-854269,Pam Jacobs,Edwards Ltd,us-west
DR-779657,Rebekah Smith,Higgins PLC,us-west
DR-368680,Daniel Miller,"Bailey, Kelly and Sanchez",us-central
DR-952687,Brittney Thompson DDS,"Gibson, Hudson and Fischer",us-central
DR-112485,Marissa Young,"Stone, Mcintosh and Padilla",us-central
DR-642391,Debbie Johnson,Lynch-Mills,us-west
DR-326596,Susan Martin,Phillips and Sons,us-west
DR-484802,Erica Richardson,Holland-Cantu,us-west
DR-449017,Evan Martinez,Callahan-Haley,us-central
DR-608003,Stephen Jackson,"Harvey, Nelson and Ross",us-central
DR-864583,Kevin Ryan,Sheppard Inc,us-west
DR-367513,Kimberly Crawford,Taylor Inc,us-central
DR-728973,Jean Nelson,"Caldwell, Allen and Walsh",us-central
DR-381293,Charles Shelton,Fields-Greene,us-west
DR-602909,Kathryn Frazier,Reyes Group,us-central
DR-622531,Daniel Macias,Watts Ltd,us-central
DR-295071,Wendy Anderson,Fernandez-Wilson,us-central
DR-884746,Joseph Sanders,Meyer Ltd,us-central
DR-452593,Samantha Bailey,Nelson-Krueger,us-west
DR-939601,Lori Smith,Watson-Price,us-west
DR-569733,Gabriel Martin,Harris Group,us-west
DR-466464,Dustin Gibson,"Mitchell, Shah and Gutierrez",us-central
DR-520190,Vanessa Flores,Pierce Group,us-central
DR-325060,Lisa Valenzuela,"Williams, Taylor and Mendoza",us-west
DR-791639,Megan Johnson DDS,White Group,us-central
DR-660388,Melissa Edwards,Moody LLC,us-central
DR-861310,Garrett Sanchez,Ballard Ltd,us-west
DR-594349,Kyle Fisher,"Morris, Torres and Hodge",us-central
DR-315000,Derek Rodriguez,Simon-Garrison,us-west
DR-891966,Veronica Johnson,"Miller, Colon and Martinez",us-west
DR-574708,Michael Carter,Thomas LLC,us-west
DR-358757,Robert Raymond,"Lindsey, Brown and Lee",us-central
DR-529568,Jacob Silva,Golden Group,us-west
DR-356301,Kristin Rosales,"Weiss, Vasquez and Torres",us-central
DR-311434,Julie Webster,"May, Li and Williams",us-central
DR-854512,Catherine Becker,Moore-Fisher,us-west
DR-839049,Heidi Gonzalez,"Bridges, Bowman and Kirk",us-central
DR-275860,Tyler Flores,"Gay, Hill and Thomas",us-west
DR-387866,Chelsey Conway,"Ball, Martinez and Ayers",us-central
DR-435680,Shelby Dyer,Martin LLC,us-central
DR-530360,Luke Sanchez,Gomez Inc,us-west
DR-182917,Dawn Hood,"Alvarez, Graham and Williams",us-central
DR-693581,Justin House,"Robinson, Young and Myers",us-west
DR-428764,David Jones,"Jacobs, Beasley and Simpson",us-west
DR-433105,Alicia Fields,"Arnold, Garcia and Delgado",us-central
DR-479924,Rachel Roman,"Lopez, King and Gray",us-central
DR-314620,Christopher Aguilar,"Bailey, Brown and Martinez",us-central
DR-181162,Ann Walsh,Morris-Webb,us-central
DR-723514,Mrs. Jacqueline Scott,Rivera-Cooper,us-central
DR-716653,Nancy Ruiz,Clark and Sons,us-central
DR-747571,Kayla White,Freeman-Stewart,us-west
DR-949747,Bob Carroll,Griffith Ltd,us-west
DR-743689,Andrew Harper,"Buchanan, Jones and Green",us-west
DR-975417,Jessica Castillo,Hampton-Williams,us-west
DR-398177,Donna Merritt,"Webb, Moore and Gregory",us-west
DR-376540,Christopher Roberts,Maynard-Diaz,us-central
DR-906837,Dwayne Johnson,Castillo PLC,us-west
DR-703930,Sean Duncan,Knox Inc,us-central
DR-243490,Joseph Romero,Mccarthy LLC,us-west
DR-402951,Lisa Logan,Lester Group,us-central
DR-559894,Haley Yates,Kim LLC,us-central
DR-934542,Amanda Kelly,"Potts, Ford and Rodriguez",us-west
DR-469905,Christina Murphy,"Taylor, Moon and Graham",us-central
DR-946183,Brittany Chambers,Malone and Sons,us-central
DR-722272,Angela Patterson,Miller Ltd,us-central
DR-372174,Ashley Ferguson,"Lam, Santos and Graham",us-west
DR-158713,Frank Walters,Webb PLC,us-west
DR-866823,Gregory Hansen,Johnson-Maxwell,us-west
DR-412165,Billy Shields,Hooper-Sweeney,us-west
DR-575898,Robert Williamson,Schroeder-Patterson,us-west
DR-817969,Deborah Simmons,"Burns, Rivera and Hill",us-west
DR-537667,Joel Mathis MD,Morgan and Sons,us-west
DR-307253,Jeffrey Thomas,"Brown, Hunt and Horne",us-central
DR-306687,Guy Lambert,Perez Group,us-west
DR-440948,Johnny Gibson,Turner-Johnston,us-west
DR-107886,Jacob Weiss,Vargas Ltd,us-west
DR-270935,William Kent DDS,"Sutton, Ruiz and Eaton",us-central
DR-654647,Hannah Simmons,"Suarez, Warner and Johnson",us-west
DR-918447,Andrew Oliver,"Fowler, Hall and Carter",us-west
DR-483406,Taylor Bishop,Perry-Flores,us-west
DR-746077,James Frost,Sharp-Burgess,us-west
DR-620465,Shaun Warren,"Williams, Ross and Clark",us-central
DR-224494,Michele Anderson,Vaughn-Fitzgerald,us-west
DR-717684,Lisa Walker,Silva and Sons,us-west
DR-710511,Corey Morales,"Walker, Hudson and Martinez",us-west
DR-163798,Kenneth Key,Taylor Inc,us-west
DR-374296,Brenda Leblanc,Hunter and Sons,us-central
DR-539969,Jody Simmons,"Coleman, Arias and Moore",us-central
DR-124812,Christopher Lin,Todd-Thompson,us-central
DR-342379,Alvin Neal,Mcgrath Inc,us-central
DR-984011,Mark Fuller,"Poole, Blackburn and Thompson",us-central
DR-492027,Amy Diaz,"Johnson, Scott and Allen",us-central
DR-349921,Kelsey Meyer,Hernandez-Massey,us-central
DR-775925,Barbara Perez,"Hill, Gonzales and Stewart",us-central
DR-147210,Heather Ramos,Rice Inc,us-west
DR-806008,Shirley Wilkerson,Barr-Lin,us-central
DR-217469,Rachel Parks,"Jones, Ritter and Johnson",us-west
DR-277613,Bryan James,Mcbride LLC,us-central
DR-616411,Megan Bauer,Ortiz-Villanueva,us-central
DR-827408,Dennis Roberts,"Mendoza, Morgan and Hansen",us-central
DR-251900,Paul Greene,Smith Inc,us-west
DR-675455,Sarah Miller,Miller-Wright,us-central
DR-319686,Kimberly Powell,"Johnson, Foster and Garcia",us-west
DR-832949,Seth Kelly,"Wiggins, Michael and Schultz",us-west
DR-116292,Scott Ramirez,"Munoz, Lopez and Abbott",us-west
DR-197426,Thomas Roberts,"Lin, Brown and Harris",us-west
DR-815233,Mr. Thomas Sanchez,Davis Group,us-west
DR-606744,Jose Weber,"Williams, Mcdaniel and Mcdonald",us-west
DR-719034,Jennifer Martin,Best LLC,us-west
DR-586514,Aimee Barber,Robinson PLC,us-west
DR-612272,Lynn Gonzalez,"Conner, Bishop and Rice",us-central
DR-157972,Benjamin Dickson,Lyons-Watkins,us-central
DR-341249,Julie French,"Leach, Hansen and Alexander",us-central
DR-170252,Daniel Goodman,"Powers, Gross and Camacho",us-central
DR-254921,Jill Cook,Santana-Blake,us-west
DR-995686,Natalie Murray,"Becker, Moore and Sharp",us-west
DR-885572,Kevin Hill,Thomas-Smith,us-central
DR-726205,Spencer Harris,"Alvarez, Garcia and Wilson",us-west
DR-486750,Crystal Garcia,Bridges Ltd,us-west
DR-984950,Melissa Torres,Lowe-Glover,us-central
DR-464348,Bryan Harper,"Norris, Anderson and Lee",us-west
DR-186920,Karen Johnson,Allen PLC,us-west
DR-730575,Jose Chan,"Turner, Dixon and Braun",us-west
DR-271959,Brittany Gray,Bond-Mcconnell,us-west
DR-312802,Tamara Rojas,"Espinoza, Martinez and Floyd",us-central
DR-678707,Christopher Clark,Davenport-Jackson,us-central
DR-238045,Cory Jones,King Ltd,us-west
DR-715640,Elizabeth Cervantes,"Watson, George and Rose",us-central
DR-255954,Mary Mueller,Jackson-Christensen,us-west
DR-125621,Amanda Sanders,Harrison-Gonzalez,us-west
DR-275521,Robert Vaughn,Peterson Inc,us-west
DR-580384,Jennifer Pratt,Ward-Jones,us-west
DR-773526,Gabriel Martinez,Armstrong-Jackson,us-central
DR-113672,Seth Hill,Henderson Group,us-central
DR-667394,Carlos Richardson,Diaz-Mitchell,us-central
DR-967594,Dean Short,"Camacho, Perez and Baker",us-west
DR-993409,Mike Brown,Johnson Group,us-west
DR-328778,Brian Pace,"May, Lewis and Avila",us-west
DR-666810,Rhonda Pruitt,"Flores, Thompson and Guzman",us-central
DR-823520,Richard Garcia,Charles-Alvarez,us-west
DR-476535,Christopher Bryant,Zuniga-Lewis,us-central
DR-828104,Mrs. Ann Ward,Burns-Stevens,us-west
DR-784416,Joshua Shelton,Floyd-Baxter,us-west
DR-760828,Misty Marshall,"Gray, Cooke and Henderson",us-central
DR-270937,Charles Neal,"Hurst, Thomas and Carlson",us-west
DR-590772,Ryan Harris,"Hobbs, Smith and Young",us-west
DR-347446,Paul Owen,"Oneill, Jennings and Dennis",us-west
DR-785796,Mackenzie Hansen PhD,Davis Inc,us-west
DR-954292,Mrs. Jennifer Rocha,Lowe-Hughes,us-west
DR-244661,Laura Torres,"Berry, Cook and Soto",us-central
DR-660602,Samantha Reynolds,"Stephens, Jones and Brown",us-west
DR-419759,Danielle Anderson,"Cooper, Murray and Henderson",us-west
DR-157739,Rachel Ramirez,Jacobs Group,us-central
DR-577927,Jennifer Green,"Moore, Cole and Olson",us-central
DR-100502,Donna Collins,White PLC,us-west
DR-217451,Michelle Bradshaw,"Bailey, Buck and Bell",us-central
DR-797023,Cheryl Benjamin,"Ortega, Daniel and Lopez",us-west
DR-159096,Erika Richard,Medina-Carey,us-west
DR-967147,Joshua Baker,Chambers-Ray,us-central
DR-655720,Kelly Rodriguez,Martinez LLC,us-west
DR-713634,Pamela Jackson,Moyer-Butler,us-west
DR-143183,Jordan Clayton,Martin Inc,us-west
DR-625398,Stephanie Ruiz,Frank-Turner,us-west
DR-733898,Jonathan Jones,Williams Inc,us-west
DR-937717,Terry Lopez,Howell-Gill,us-west
DR-183799,William Miller,Wright Group,us-west
DR-384089,John Rodgers,"Cruz, Wilson and Cook",us-west
DR-489453,Kristen Jones,"Mullen, Liu and Ryan",us-west
DR-726862,Michael Martin,"Beard, Padilla and Jones",us-central
DR-770323,Nathaniel Gentry,Pitts Group,us-west
DR-981638,Ian Moore,Hardy PLC,us-west
DR-950648,Jacob Murray,"Hammond, Preston and Guzman",us-west
DR-309102,Dr. Joshua Holmes,Walters-Fox,us-central
DR-435521,Deborah Wilson,Smith Ltd,us-central
DR-952681,Joseph Haney,Taylor-Reed,us-central
DR-467361,Jeremiah Lane,Nash-Bowen,us-central
DR-385863,Angel Barajas,"Shaw, Jimenez and Chase",us-west
DR-555524,George Watson,"Moore, Pham and Baker",us-central
DR-910743,Christina Miller,Dougherty Group,us-west
DR-921012,Shelby Gray,Martinez-Lane,us-central
DR-170415,Kevin May,Reynolds Ltd,us-central
DR-987921,Joe Garcia,"Maddox, Garcia and Allen",us-west
DR-668756,Ronald Moses,"Sheppard, Berg and Stanley",us-central
DR-661580,Joanne Foster,Tapia PLC,us-central
DR-806044,Patricia Mullins,Jackson Inc,us-central
DR-782689,Laura Nelson,Nelson and Sons,us-west
DR-917384,Carla Davis,"Barnes, Ellis and Cole",us-central
DR-673152,Laurie Lawson,Garcia-Grimes,us-central
DR-662829,Stephen Rogers,Tran and Sons,us-central
DR-952098,Sergio Rowland,"Green, Ramirez and Griffin",us-west
DR-178399,Kenneth Fields,Combs Inc,us-central
DR-508963,Stanley Porter,Garcia-Pena,us-west
DR-605464,Andre Adams,Mckinney LLC,us-central
DR-610031,Wendy Jackson,"Meyer, Jones and Newton",us-central
DR-281401,Julie Richards,"Keith, Sutton and Gomez",us-west
DR-420234,Angela Brooks,Alexander-Davis,us-central
DR-390184,Ronald White,Ponce and Sons,us-west
DR-381411,Madison Hudson,"Davis, Lewis and Schroeder",us-west
DR-653956,Joseph Rodriguez,Watts-Gibson,us-west
DR-894798,Warren Cantu,Brown-Bell,us-central
DR-824660,Manuel Richards,"Arias, Monroe and Edwards",us-central
DR-130067,Ashley Klein,Johnston and Sons,us-central
DR-875640,Brandon Anderson,Peck Inc,us-west
DR-988558,Ricardo Cruz,Atkins Group,us-central
DR-485418,Maria Allen,Wilson PLC,us-west
DR-487064,Sara Gallegos,Phillips-Fischer,us-central
DR-472304,Catherine Cooley,Montes-Alvarez,us-west
DR-548146,Amanda Thompson,"Spencer, Coleman and Fischer",us-west
DR-510034,Sarah Smith,Johnson and Sons,us-west
DR-876428,Andrew Moore,"Cole, Ochoa and Patterson",us-central
DR-329292,Brett Palmer,Stewart PLC,us-west
DR-787022,Jonathan Jones,Patel Ltd,us-west
DR-873386,Kaylee Roberson,"Perez, Johnson and Solis",us-central
DR-752015,Paula Scott,Gilbert-Fowler,us-west
DR-427524,Heather Salazar,Berger-Reese,us-west
DR-226075,Amber Solis,"Newton, Roberts and Malone",us-central
DR-407893,Joshua Hunter,Diaz Inc,us-central
DR-714782,Valerie Allen,Simpson and Sons,us-central
DR-452769,Stephanie Velasquez,Watson Inc,us-central
DR-244024,Caitlin Norton,Jones-Lee,us-west
DR-977492,Alexis Reeves,"Dixon, Hill and Gonzalez",us-central
DR-733850,Patricia Hayes,Smith-Caldwell,us-central
DR-790409,Carolyn Nelson,"Hatfield, Carlson and Mcdowell",us-central
DR-324159,Christopher Brown,"Smith, Scott and Rosario",us-west
DR-198650,Carl Mays,"Howard, Bailey and Hodge",us-west
DR-804781,Mark Kelly,"Spence, Hayes and Wilkins",us-central
DR-583205,Michael Tanner,"Nelson, Pugh and Sanchez",us-central
DR-715699,Michael George,"Walter, Perez and Morgan",us-central
DR-493790,Julie Harris,Kelley PLC,us-west
DR-730495,Johnny Reilly,Wilson-Walker,us-central
DR-814349,Jose Jones,"Khan, Stewart and Vaughn",us-west
DR-658789,Gina Wood,"Pierce, Davis and Hansen",us-west
DR-778344,Robert Garcia,Stone Inc,us-west
DR-689752,Angel Garcia,Johnson Ltd,us-west
DR-810470,Gary Davis,Boone-Davis,us-central
DR-499087,Danielle Howard,"Ward, Wyatt and Allen",us-west
DR-687620,Jack Jones,"Carr, Martin and Castillo",us-central
DR-864057,Crystal Phillips,"Rivas, Jackson and Shields",us-central
DR-375127,Brian Rivera,"Morrison, Ramirez and Phillips",us-west
DR-720560,Cheryl Hall,Martin-Johnson,us-central
DR-906418,Patricia Scott,"Owens, Hill and Wilson",us-west
DR-592934,Charles Burch,Miller LLC,us-west
DR-273348,Christopher Garcia,"Gonzales, Scott and Wilcox",us-west
DR-632095,Yolanda Williams DDS,Lewis-Swanson,us-central
DR-694149,Melanie Miller,"Hall, Clark and Hughes",us-central
DR-598554,Jordan Nichols,Moody-Gallegos,us-central
DR-239653,Andrew Sanchez,Carter-Smith,us-central
DR-622426,Kaitlyn Gomez,Brooks Inc,us-central
DR-928930,James Werner,Black Group,us-central
DR-861588,Matthew Reese,Rowland Group,us-central
DR-916749,Jeffery Johnson,"Green, Burns and Mercado",us-west
DR-550569,John Anderson,"King, Vaughn and Murphy",us-central
DR-493093,Kimberly Nelson,Bartlett and Sons,us-west
DR-689835,Heather Estrada,"Farmer, Hunt and Hancock",us-west
DR-793362,Christopher Phillips,"Mitchell, Fox and Johnson",us-central
DR-450642,Pamela Allen,Hicks-Parker,us-west
DR-827311,Jessica Acosta,"Ramos, Reed and Hampton",us-west
DR-582343,Russell Dennis,Black and Sons,us-west
DR-659966,Wendy Montgomery,Johnson Ltd,us-west
DR-716567,Lori Underwood,Brown-Sawyer,us-central
DR-853018,Michelle Petty,Wagner-Williams,us-central
DR-602142,Henry Sanchez,Gonzales Group,us-west
DR-475099,Brian Kelly,Copeland-Brown,us-west
DR-701858,Rhonda Murray,Mckinney Ltd,us-central
DR-960435,Emily Murphy,Woods PLC,us-central
DR-649923,Victoria Diaz,Conrad-Briggs,us-central
DR-421460,Amanda Bradley,"Allen, Martinez and Soto",us-central
DR-389469,Nancy Green,Walters Group,us-central
DR-278522,Wendy Wilson,Wilkins-Williams,us-west
DR-136151,Mrs. Jordan Carter DDS,Johnson LLC,us-central
DR-703433,Aaron Macias,"Gonzalez, Johnson and Gonzalez",us-west
DR-860628,Barbara Blevins,"Baldwin, Webb and Ramos",us-central
DR-529644,Randy Watkins,Adams-Parker,us-central
DR-783722,Alexandra Bryant,"Wolf, Cruz and Hall",us-central
DR-325337,Steven Underwood,"Parker, Hart and Martin",us-west
DR-136779,William Parker,Lee PLC,us-central
DR-717862,Nicholas Ferrell,Flowers LLC,us-central
DR-323123,Victor Perez,"Nash, Barnes and Maxwell",us-central
DR-220987,James Miller,Herrera-Torres,us-west
DR-632978,Ashley Smith,Mckinney-Owens,us-central
DR-305796,Sara Schaefer,Robertson-Wang,us-central
DR-353981,Whitney Knight,Hale LLC,us-west
DR-208854,Judith Martin PhD,Dickerson-Adams,us-west
DR-687671,Dawn Conrad,King-Brown,us-west
DR-505740,Jennifer Good,Hamilton-Wilcox,us-west
DR-566243,Michelle Herring,"Long, Barnes and Reynolds",us-west
DR-922521,Jeffrey Murphy,Valenzuela-Wood,us-central
DR-204501,Haley Robinson,"Cooper, Pacheco and Aguirre",us-central
DR-674187,Logan Hart,"Gibson, Hardy and Hughes",us-central
DR-962624,Robert Ramos,Foley Inc,us-west
DR-530868,Victor Gilbert,"Osborn, Hudson and Washington",us-west
DR-741361,Michelle Vance,Henry-Pierce,us-west
DR-803001,Raymond Thomas,Davenport Ltd,us-central
DR-898324,Kimberly Jones,Wilson LLC,us-central
DR-140082,Diana Thompson,"Ryan, Kelley and Hall",us-central
DR-999826,Stephanie Hunt,"Anderson, Lee and Jones",us-central
DR-343390,Christopher Salinas,Lee Ltd,us-west
DR-709171,Michael Stevens,"Snyder, Baker and Moore",us-central
DR-411168,Michelle Valencia,White-David,us-central
DR-621340,David Reilly,Goodman Group,us-central
DR-414678,Randall Sanders,Johnson-Smith,us-central
DR-768126,Dawn Arnold,Lewis PLC,us-west
DR-267646,Paige Rodriguez,"Anderson, Estrada and Smith",us-west
DR-201578,Joanne Sanders,Fletcher-Taylor,us-central
DR-100643,Jerry Crawford,Chapman-Rios,us-central
DR-368353,David Price,Cortez and Sons,us-central
DR-435654,Thomas Williams,Burnett-Pearson,us-west
DR-390552,Samuel Garza,Wall-Scott,us-central
DR-915511,Valerie Pearson,"Bell, Gay and Mathis",us-central
DR-403533,Sherri Jackson,Villarreal Inc,us-west
DR-971966,Luke Espinoza,"Young, Kelley and Glenn",us-west
DR-410409,Rebecca Palmer,Long-Norton,us-central
DR-115116,Christine Wyatt,Williams-Cortez,us-central
DR-775403,Shawn Meyer,Phillips-Russell,us-central
DR-471830,Diana Duncan,Robertson-Jenkins,us-central
DR-700099,Jerry Weaver,"Jones, Barrera and Harris",us-west
DR-982046,James Parker,Smith-Maddox,us-west
DR-339523,Michael Martinez,"Figueroa, Hamilton and Campos",us-central
DR-958055,Edwin Horton,Mcgee-Hester,us-west
DR-694588,Charles Smith,"Sandoval, Thomas and Hooper",us-west
DR-609188,Dawn Harris,Hunt Group,us-central
DR-863829,Jamie Evans,Washington Inc,us-west
DR-379602,Howard Christensen,"Johnson, Valencia and Hoffman",us-central
DR-909074,Melanie Frederick,"Schmitt, Carter and Blair",us-west
DR-844263,Ian West,Stone Group,us-west
DR-650106,Michael Berg,"Morales, Campos and Austin",us-central
DR-184575,Robert Davidson,Oconnor-Jones,us-central
DR-327181,George Hernandez,Nolan-Bruce,us-west
DR-188525,Robin Chung,Jones PLC,us-west
DR-343456,Timothy Reyes,"Johnson, Clark and Wilson",us-west
DR-398041,Patricia Wright,"Nguyen, Steele and Norman",us-west
DR-268874,James Bradley,Norman and Sons,us-west
DR-861944,Barbara Ingram,"Paul, Jones and Adams",us-central
DR-410007,Kara Garcia,"Estrada, Miller and Rhodes",us-west
DR-745245,Erin Richards,Williams PLC,us-west
DR-586547,Terri Green,Martin Ltd,us-central
DR-406341,Jeffery Thompson,Cline-Smith,us-west
DR-768519,Roger Collins,Soto-Carter,us-west
DR-297979,Dean Marquez,Wood-Alvarado,us-west
DR-150947,Joanna Young,"Wilson, Garcia and Strong",us-west
DR-713476,Michelle Lee,Haley-Fowler,us-west
DR-847982,Taylor Wilcox DDS,"Shields, Castillo and Steele",us-west
DR-455514,Parker Norris,"Jordan, Ferguson and Williams",us-central
DR-113252,Kevin Townsend,"Hayden, Wagner and Jones",us-central
DR-957980,Taylor Wilson,"Greer, Moreno and Rush",us-west
DR-563950,Alan Taylor,"Ward, Miller and Brown",us-west
DR-186262,Timothy Turner,Ward Inc,us-west
DR-383663,Kathy Jones,Gomez-Warner,us-west
DR-375232,Cynthia White,Braun-Stevens,us-central
DR-682256,Norma Carter MD,Estrada-Golden,us-central
DR-730458,Brian Lee,Higgins Inc,us-central
DR-893981,Richard Sutton,Winters-Castaneda,us-central
DR-387215,Jennifer Murphy,Richardson-Manning,us-central
DR-824212,Vicki Alvarado,Simmons Ltd,us-central
DR-147021,Shannon Davis,Luna-Nelson,us-central
DR-367917,Nathaniel Henderson,Pena-Swanson,us-central
DR-879670,Susan Luna,"Shelton, Gaines and Lang",us-west
DR-485228,Cynthia Stone,"Wilson, Williams and Scott",us-central
DR-508329,Yvonne Nguyen,Kennedy-Melendez,us-west
